policy_id,policy_start_date,policy_end_date,renewal_count,avg_premium_paid,total_claim_amount,number_of_claims,engagement_touches,last_renewal_months_ago
POL101257,1/16/18,8/7/20,1,318.36,384.38,1,9,9
POL101258,8/4/18,7/8/22,5,314.19,0,0,4,25
POL101259,11/1/22,4/25/25,4,342.8,1232.89,3,5,9
POL101260,12/13/21,8/19/26,3,658.39,1031.1,2,5,36
POL101261,3/27/16,5/30/20,4,665.48,2011.37,4,3,17
POL101262,3/4/19,6/21/20,3,558.92,0,0,7,26
POL101263,6/14/15,12/29/16,3,858.18,0,0,3,16
POL101264,7/1/15,6/28/20,4,748.06,3648.99,2,3,9
POL101265,11/21/21,4/10/25,3,360.25,1984.58,1,5,10
POL101266,6/28/17,11/7/21,4,574.2,1904.87,2,2,46
POL101267,8/14/22,4/10/24,2,459.05,0,0,9,23
POL101268,4/2/17,7/17/21,5,662.1,3248.91,2,5,18
POL101269,8/1/17,4/18/20,4,595.41,0,0,9,43
POL101270,6/24/20,12/6/23,2,467.55,1150.17,2,3,15
POL101271,8/16/20,3/28/22,3,854.17,2074.79,2,7,22
POL101272,11/26/15,4/23/20,4,608.61,1612.21,1,5,11
POL101273,2/13/17,10/21/20,4,537.59,0,0,5,18
POL101274,1/7/21,12/16/22,4,562.03,0,0,8,24
POL101275,5/27/15,7/19/16,5,842.8,1194.88,2,6,2
POL101276,7/3/17,6/6/22,2,736.69,3729.91,2,4,12
POL101277,4/21/19,8/18/23,3,575.65,1499.19,4,5,20
POL101278,8/1/18,12/23/19,3,451.19,1549.06,1,3,21
POL101279,7/10/22,4/10/26,3,474.57,757.83,2,11,46
POL101280,3/23/15,4/26/19,2,527.68,3448.86,2,7,28
POL101281,5/28/16,3/25/20,3,676.07,0,0,3,42
POL101282,4/4/20,1/24/23,2,713.48,1611.23,2,3,24
POL101283,11/2/22,12/26/26,6,491.17,0,0,4,22
POL101284,7/19/22,11/1/26,4,720.11,1117.16,1,6,11
POL101285,4/23/20,1/26/25,2,463.71,0,0,2,22
POL101286,1/15/17,6/1/18,1,508.23,3027.39,3,7,4
POL101287,11/10/18,12/23/20,4,382.57,2860.95,2,4,28
POL101288,12/7/16,11/13/21,4,378.1,2626.82,4,5,4
POL101289,4/15/16,9/13/19,2,462.09,1813.64,2,3,38
POL101290,1/31/16,6/14/20,6,596.14,1630.36,1,4,34
POL101291,4/5/19,9/12/21,3,450.9,0,0,3,34
POL101292,4/27/21,2/1/26,0,824.71,0,0,2,16
POL101293,3/15/17,4/25/21,3,460.13,1429.31,1,6,29
POL101294,7/22/17,4/6/21,1,627.59,1601.03,1,2,1
POL101295,7/3/18,4/3/22,2,798.04,1307.23,1,5,14
POL101296,10/24/19,6/19/24,3,613.88,2828.58,4,2,22
POL101297,6/23/17,7/30/20,2,545.41,0,0,6,41
POL101298,12/12/17,5/13/19,3,622.05,3329.69,2,6,25
POL101299,3/5/20,8/19/23,3,515.74,3396.95,2,3,10
POL101300,3/4/19,3/19/20,2,449.88,0,0,2,23
POL101301,12/11/22,3/17/24,5,691.91,430.19,1,5,8
POL101302,10/19/18,4/30/23,1,512.53,1294.88,1,6,13
POL101303,7/27/18,5/28/23,3,740.51,0,0,6,23
POL101304,8/15/16,6/7/20,3,719.44,962.44,1,2,6
POL101305,7/24/22,8/14/23,3,624.95,1273.2,2,7,9
POL101306,5/3/22,11/29/26,4,745.63,1298.97,1,2,32
POL101307,10/7/20,5/9/24,4,518.39,3409.44,2,2,32
POL101308,5/8/15,9/21/18,1,717.57,1149.24,3,3,45
POL101309,1/5/17,10/9/20,4,716.79,0,0,4,26
POL101310,7/31/22,3/1/24,2,554.79,4180.19,3,5,7
POL101311,1/17/22,10/7/26,1,535.54,0,0,6,13
POL101312,6/4/16,7/6/17,3,649.35,2810.11,2,0,6
POL101313,2/12/22,7/30/25,4,895.24,0,0,1,17
POL101314,8/25/15,8/11/20,0,565.16,1043.37,2,3,25
POL101315,7/28/18,10/29/22,4,532.38,1398.79,2,4,40
POL101316,11/17/19,4/17/22,3,776.76,5409.16,4,8,14
POL101317,7/25/18,10/7/20,4,610.22,990.24,3,8,32
POL101318,12/16/21,9/25/24,0,729.9,2758.13,2,2,10
POL101319,8/13/20,8/3/22,2,821.19,0,0,2,18
POL101320,6/6/22,5/1/24,6,313.95,1413.19,2,6,41
POL101321,3/17/16,4/13/17,4,594.36,3950.48,3,5,17
POL101322,9/7/20,5/19/23,4,565.53,1207.95,1,5,21
POL101323,4/11/22,8/25/23,2,455.65,743.18,1,2,35
POL101324,3/15/17,11/18/20,1,312.2,2174.11,2,7,17
POL101325,3/16/15,6/19/19,2,361.28,1846.36,1,1,17
POL101326,11/25/22,11/10/26,3,615.66,2050.45,2,4,21
POL101327,12/15/20,5/27/25,2,519.89,0,0,2,24
POL101328,9/20/20,11/5/22,4,479.72,0,0,7,43
POL101329,10/11/18,9/2/20,3,614.16,432.26,1,9,30
POL101330,2/10/15,2/3/17,3,496.18,0,0,2,8
POL101331,9/12/20,2/20/22,1,793.53,1623.01,1,3,37
POL101332,8/28/19,5/20/21,3,506.87,0,0,5,18
POL101333,11/2/18,1/15/23,4,825.8,686.94,1,4,24
POL101334,8/10/16,7/12/21,3,595.5,3140.9,2,1,14
POL101335,6/11/19,2/4/22,2,502.22,1766.8,3,1,4
POL101336,12/8/15,4/14/17,2,491.32,719.04,1,2,10
POL101337,9/5/20,3/8/22,4,827.07,3097.75,3,2,12
POL101338,10/7/16,5/5/21,1,704.38,0,0,5,33
POL101339,12/31/16,9/16/21,4,486.09,3885.5,3,6,7
POL101340,6/17/15,1/25/19,1,617.86,1748.66,2,2,24
POL101341,9/1/16,4/12/21,2,246.2,0,0,3,26
POL101342,5/4/21,5/20/25,1,400.26,1766.91,1,6,10
POL101343,11/8/19,11/16/23,1,487.46,3607.41,2,1,17
POL101344,8/2/20,8/6/21,2,483.78,5121.33,3,2,9
POL101345,11/8/22,3/6/24,4,781.95,3540.43,2,6,32
POL101346,3/30/16,8/24/18,3,312.87,1268.54,1,5,35
POL101347,9/5/19,8/16/23,4,385.83,1398.6,1,5,16
POL101348,12/2/16,7/1/20,2,667.86,1247.19,1,1,4
POL101349,5/5/22,11/12/24,3,634.54,1635.5,1,4,22
POL101350,5/19/19,2/24/24,5,547.53,4946.8,4,0,2
POL101351,5/10/15,12/24/16,5,907.87,488.83,1,1,38
POL101352,1/20/20,6/4/21,3,692.61,0,0,4,36
POL101353,10/18/18,11/10/20,4,783.42,9557.97,6,4,9
POL101354,11/6/22,2/6/26,4,592.38,1694.51,1,1,26
POL101355,11/23/16,8/1/20,3,518.46,0,0,5,6
POL101356,10/26/18,11/29/21,2,520.18,1523.5,2,3,28
POL101357,3/4/17,9/29/19,3,739.15,802.78,1,1,38
POL101358,1/29/15,10/3/18,3,715.91,5818.68,5,3,5
POL101359,5/29/15,12/27/17,5,567.21,1055.18,2,2,8
POL101360,8/12/18,4/7/22,3,670.74,955.15,1,7,7
POL101361,8/20/20,5/17/25,2,744.39,1829.01,3,5,13
POL101362,6/16/22,1/18/26,4,515.41,0,0,1,37
POL101363,2/10/18,8/28/21,4,548.49,1500.86,1,6,8
POL101364,7/6/15,10/5/18,1,667,3506.36,2,7,10
POL101365,10/25/22,2/9/24,5,331.7,338.94,1,3,10
POL101366,8/23/22,5/7/26,2,669.84,5048.1,4,6,39
POL101367,6/4/18,11/27/19,1,431.24,722.6,2,4,34
POL101368,8/26/18,6/17/22,2,741.25,444.92,1,3,10
POL101369,4/8/15,3/29/19,5,922.17,2997.29,2,3,35
POL101370,2/24/15,6/7/19,4,495.42,3101.07,2,4,2
POL101371,4/24/22,11/9/26,5,397.55,1683.77,1,4,44
POL101372,6/4/22,7/16/23,4,573.01,1106.21,1,6,18
POL101373,1/27/17,6/29/21,1,560.21,5285.02,3,4,7
POL101374,2/10/16,9/9/20,2,699.11,1167.25,2,4,27
POL101375,10/17/20,11/11/22,1,635.11,0,0,6,0
POL101376,8/5/18,10/22/19,4,555.55,1057.31,2,6,39
POL101377,11/21/19,12/13/23,2,613.59,4967.44,3,6,29
POL101378,1/20/17,1/22/20,2,431.68,688.75,1,4,40
POL101379,10/29/19,4/3/24,3,724.38,1128.74,2,7,37
POL101380,12/31/15,9/30/17,4,842.69,1359.29,1,4,10
POL101381,7/19/20,8/16/21,2,420.36,431.04,1,3,28
POL101382,4/26/16,8/9/18,3,363.11,376.33,1,3,30
POL101383,2/26/21,2/2/23,4,539.69,1444.26,3,5,9
POL101384,6/3/15,3/21/17,2,416.78,300.41,1,4,34
POL101385,3/5/19,2/18/21,3,408.57,5939.53,4,3,39
POL101386,10/21/20,7/26/25,2,389.7,1255.8,1,3,28
POL101387,7/23/22,1/11/24,5,570.96,2627.15,4,1,36
POL101388,6/1/21,3/20/24,7,538.29,1392.22,2,5,1
POL101389,11/6/17,8/24/20,4,655.99,1678.65,1,1,47
POL101390,7/23/19,9/14/23,2,515.55,1153.09,1,2,0
POL101391,5/25/18,6/25/21,0,417.5,1487.5,1,8,31
POL101392,3/2/15,11/5/19,3,597.47,2139.37,2,5,23
POL101393,7/27/17,6/14/20,3,441.22,1408.24,2,5,1
POL101394,6/28/19,10/18/23,2,676.83,3899.37,2,3,2
POL101395,9/20/20,3/17/24,1,350.07,2523.2,2,1,8
POL101396,1/25/15,8/30/18,7,275.27,1045.34,2,2,23
POL101397,11/28/17,6/2/21,4,358.53,990.35,1,6,11
POL101398,5/11/15,1/16/19,7,537.25,1719.75,2,4,33
POL101399,6/6/18,9/17/19,4,556.93,0,0,2,33
POL101400,4/18/15,4/24/17,2,620.54,1886.85,1,3,22
POL101401,6/21/15,10/25/18,2,515.29,3595.13,2,6,18
POL101402,12/29/18,6/1/22,4,473.02,1277.1,2,3,31
POL101403,4/12/15,4/27/18,2,814.99,2695.95,3,4,27
POL101404,12/23/22,8/22/27,5,775.33,0,0,4,25
POL101405,1/15/22,8/24/26,4,747.93,1308.92,2,7,44
POL101406,5/11/21,7/8/24,0,646.33,0,0,3,11
POL101407,6/25/19,8/8/21,0,658.28,5958.6,4,5,42
POL101408,11/4/22,9/4/25,4,479.22,2823.51,2,5,30
POL101409,11/6/17,9/22/22,2,621.65,1500.89,1,4,10
POL101410,11/26/15,1/13/20,2,459.02,3002.78,2,4,39
POL101411,3/1/19,1/1/21,5,442.01,0,0,2,3
POL101412,1/12/15,1/27/18,3,357.38,0,0,3,17
POL101413,9/3/18,1/29/23,4,660.91,5380.81,3,2,28
POL101414,8/4/15,10/31/16,0,624.55,337.07,1,5,46
POL101415,12/5/15,10/25/17,2,554.57,0,0,3,38
POL101416,12/5/19,1/30/23,3,534.93,382.71,1,0,46
POL101417,6/1/22,5/3/27,3,325.48,0,0,7,30
POL101418,10/17/19,5/22/22,2,638.46,0,0,2,27
POL101419,2/17/19,5/31/21,3,552.67,6950.81,4,5,26
POL101420,8/18/21,8/3/24,2,734.4,1399.21,1,3,29
POL101421,12/10/16,9/5/21,2,621.93,1744.93,5,4,41
POL101422,5/8/18,3/4/20,4,705.87,3030.24,2,2,10
POL101423,11/18/21,9/19/26,4,598.91,3530.92,2,7,13
POL101424,1/17/18,12/28/21,1,627.25,1423.91,1,3,3
POL101425,7/15/18,3/29/20,4,739.67,351.89,1,4,35
POL101426,5/3/16,8/19/18,1,571.14,5275.39,3,3,0
POL101427,4/11/19,8/11/20,5,670.78,0,0,5,43
POL101428,2/16/15,12/28/18,1,533.47,943.37,1,1,38
POL101429,2/16/17,4/28/21,4,580.33,1717.34,2,5,36
POL101430,11/5/17,10/10/20,3,839.03,0,0,2,32
POL101431,12/11/16,10/10/20,2,696.08,0,0,4,20
POL101432,2/5/16,7/6/19,2,518.78,0,0,1,23
POL101433,12/23/19,12/8/21,1,663.44,471.64,1,3,39
POL101434,9/7/15,1/26/17,2,408,1769.88,1,5,12
POL101435,1/26/16,4/11/17,1,566.82,0,0,4,33
POL101436,12/1/15,11/5/17,3,456.99,1848.69,1,1,37
POL101437,9/20/16,10/15/18,1,667.79,1639.53,2,6,28
POL101438,5/17/15,6/18/19,1,571.66,2327.96,2,4,35
POL101439,6/28/22,11/18/24,2,642.52,0,0,3,39
POL101440,3/2/19,12/27/22,5,716.13,1833.83,1,4,46
POL101441,4/6/17,1/20/22,6,530.97,3149.44,2,7,4
POL101442,12/27/16,2/8/20,2,536.33,5613.19,3,4,19
POL101443,2/9/19,12/16/21,3,594.44,1461.49,1,5,28
POL101444,3/26/22,4/28/23,5,470.93,3069.9,5,4,10
POL101445,9/16/17,6/20/22,5,598.32,824.05,1,3,7
POL101446,8/16/21,6/30/23,0,606.23,1127.64,1,5,27
POL101447,7/23/17,6/22/21,3,634.34,1332.34,1,2,40
POL101448,2/6/16,6/7/17,3,662.93,0,0,4,17
POL101449,1/6/19,12/26/21,1,359.53,1905.43,2,2,29
POL101450,9/6/16,8/27/21,1,407.23,1495.22,1,6,13
POL101451,7/20/18,11/4/20,0,424.92,1933.72,1,3,8
POL101452,3/28/18,8/18/22,3,613.89,0,0,2,9
POL101453,4/21/22,12/25/26,2,557.34,3533.21,2,2,24
POL101454,2/13/21,3/12/22,1,259.84,2030.4,2,8,26
POL101455,1/26/18,10/20/19,6,892.06,0,0,3,1
POL101456,5/11/15,9/4/16,0,301.65,799.02,1,4,2
POL101457,10/23/22,1/6/26,1,604.56,2603.32,3,3,28
POL101458,4/9/18,5/5/20,3,684.51,346.13,1,5,36
POL101459,7/2/15,12/24/16,2,492.03,3902.77,2,2,26
POL101460,12/30/15,4/15/20,2,695.99,1682.87,1,1,3
POL101461,2/8/15,4/18/19,6,448.77,0,0,5,34
POL101462,12/19/21,7/18/26,3,625.67,5997.49,3,10,26
POL101463,10/4/18,12/5/20,1,272.92,1328.54,1,4,18
POL101464,7/9/17,9/15/19,3,775.98,3502.68,2,4,9
POL101465,8/1/22,3/1/27,4,600.13,3306.59,8,8,25
POL101466,1/16/15,7/26/18,0,360.79,0,0,6,6
POL101467,5/7/16,6/9/20,2,694.31,4315.22,3,1,26
POL101468,12/20/18,9/5/22,1,844.82,1442.81,3,3,29
POL101469,2/5/18,7/27/19,3,461.04,2262.27,2,2,11
POL101470,11/7/15,5/27/19,5,568.47,1052.55,1,4,39
POL101471,1/8/17,9/23/18,4,522.78,0,0,1,4
POL101472,6/29/16,10/9/20,2,484.47,810.46,1,1,12
POL101473,9/27/21,10/12/22,3,468.67,0,0,0,40
POL101474,9/8/15,5/1/18,3,503.03,2372.11,3,5,3
POL101475,1/28/17,11/2/21,5,511.14,3314.12,5,3,1
POL101476,12/10/19,1/17/21,1,546.53,1211.56,1,2,36
POL101477,7/21/18,1/25/23,4,535.64,1440.63,1,3,33
POL101478,6/20/19,7/30/20,0,714.18,0,0,2,5
POL101479,3/29/20,1/4/25,2,700.78,0,0,4,25
POL101480,3/24/17,1/20/19,2,369.97,362.62,1,5,10
POL101481,1/29/15,7/14/18,1,510.96,1938.79,2,3,41
POL101482,8/15/17,12/15/20,4,787.58,1615.73,1,3,0
POL101483,7/25/20,11/21/23,5,644.1,3676.5,2,2,33
POL101484,4/21/16,2/20/19,2,650.17,2647.48,2,1,20
POL101485,11/14/15,2/21/18,4,635.85,777.84,2,4,9
POL101486,9/2/15,1/5/18,4,560.75,974.3,1,4,4
POL101487,1/17/17,12/7/21,2,593.84,426.19,1,2,25
POL101488,11/27/16,12/31/20,2,539.42,3145.03,2,3,43
POL101489,9/29/15,6/25/18,3,728.36,407.96,1,2,18
POL101490,11/7/19,8/6/21,3,540.78,615.74,1,5,20
POL101491,6/16/18,10/10/22,3,583.06,3026.49,3,3,33
POL101492,8/21/21,12/25/24,4,710.3,1086.5,1,7,28
POL101493,9/23/15,1/16/18,5,550.83,2973.06,3,6,37
POL101494,7/9/17,11/28/19,4,589.39,1087.77,1,2,14
POL101495,12/6/15,11/24/18,4,546.27,3025.01,2,3,39
POL101496,1/24/16,3/10/17,2,586.6,2783.27,3,6,15
POL101497,3/9/22,10/5/23,2,551.35,0,0,7,17
POL101498,8/12/20,5/10/24,5,519.62,815.73,1,3,0
POL101499,3/11/18,7/17/20,2,493.81,1802.33,2,4,10
POL101500,1/11/16,12/26/17,1,574.13,2686.92,2,5,35
POL101501,7/26/20,4/22/22,2,752.74,1133.84,1,5,31
POL101502,6/29/21,6/5/23,4,693.55,4587.49,3,4,27
POL101503,5/26/15,5/13/19,2,363.12,1252.92,1,3,5
POL101504,6/4/20,7/24/22,4,535.63,6664.3,4,7,6
POL101505,10/20/15,2/5/19,1,504.25,2107.59,2,7,39
POL101506,3/7/16,5/21/18,3,365.65,4539.03,4,5,23
POL101507,12/5/16,4/11/19,5,641.29,1438.95,1,4,9
POL101508,6/21/20,9/9/22,4,585.59,676.11,1,3,29
POL101509,3/17/22,3/2/25,1,903.44,1912.16,2,4,16
POL101510,2/3/16,6/21/20,2,549.9,1362.23,1,0,43
POL101511,11/4/22,8/21/27,2,483.57,698.18,2,2,7
POL101512,8/21/17,6/20/22,7,469.06,3128.55,3,5,11
POL101513,2/12/21,2/14/22,2,532.26,5272.18,4,0,25
POL101514,8/3/20,8/17/23,3,688.55,1944.54,1,5,16
POL101515,1/3/20,6/23/21,3,705.73,1790.93,1,6,34
POL101516,10/9/20,10/11/24,6,1038.92,0,0,5,45
POL101517,7/27/17,3/25/19,2,419.01,0,0,4,43
POL101518,12/10/16,9/16/18,2,612.94,395.9,1,5,4
POL101519,3/17/17,10/27/21,2,497.36,709.28,1,2,44
POL101520,1/3/19,5/8/22,1,652.57,3234.51,2,6,10
POL101521,8/18/18,6/23/20,3,807.47,0,0,5,15
POL101522,1/11/15,6/27/17,5,729.32,738.07,1,2,41
POL101523,12/21/17,10/7/21,4,418.86,3809.74,2,5,29
POL101524,2/12/20,12/25/23,4,702.7,1700.55,1,4,39
POL101525,3/23/21,3/18/23,3,283,3258.21,2,4,5
POL101526,2/24/22,4/13/25,2,243.01,3539.5,2,7,19
POL101527,2/10/17,12/10/18,4,562.64,1574.33,1,3,19
POL101528,5/14/19,10/3/21,3,691.6,2019.99,4,6,23
POL101529,5/27/19,2/12/22,3,652.23,1178.15,1,11,26
POL101530,8/26/18,10/13/21,1,885.87,3165.64,3,4,2
POL101531,6/3/17,11/6/18,4,616.4,2486.87,3,2,23
POL101532,10/21/18,2/23/23,3,583.97,0,0,5,9
POL101533,8/14/15,6/30/18,1,773.28,5445.18,5,4,24
POL101534,4/4/17,9/26/20,1,543.88,1207.52,3,4,27
POL101535,3/15/21,11/20/25,1,658.31,767.44,1,8,17
POL101536,7/25/17,4/21/21,2,667.35,688.66,1,5,41
POL101537,9/1/22,11/23/25,3,454.23,3617.43,2,3,44
POL101538,12/28/21,8/5/24,3,658.12,4201.93,3,4,13
POL101539,4/25/21,3/4/23,3,927.75,1252.64,1,6,0
POL101540,3/26/20,2/8/23,1,770.5,1161.3,1,5,19
POL101541,12/2/19,11/22/24,3,474.11,0,0,8,46
POL101542,2/23/15,2/19/19,2,950.8,0,0,5,24
POL101543,12/27/16,1/21/20,1,703.39,1242.45,1,7,11
POL101544,6/29/22,10/25/26,1,663.64,0,0,3,47
POL101545,3/25/19,2/4/24,1,585.42,0,0,3,38
POL101546,11/9/17,10/13/22,4,702.41,1992.08,1,3,45
POL101547,3/28/20,4/26/23,3,616.77,0,0,3,8
POL101548,11/12/19,7/7/21,2,602.95,3770.91,2,2,8
POL101549,5/16/19,6/5/21,2,580.03,2962.85,3,5,41
POL101550,3/29/20,3/20/22,3,746.07,3522.61,2,5,40
POL101551,10/2/21,4/13/26,2,729.44,1845.6,1,3,24
POL101552,6/30/22,10/18/26,4,577.59,5511.12,3,5,29
POL101553,4/29/17,2/12/20,2,372.15,1712.44,1,2,47
POL101554,10/10/20,5/11/23,3,605.41,3964.87,4,6,39
POL101555,3/13/21,9/19/25,5,492.32,570.14,1,5,27
POL101556,1/3/15,1/11/16,5,528.96,867.73,1,3,1
POL101557,6/9/15,3/14/17,2,581.27,3208.78,2,4,24
POL101558,2/19/17,1/24/22,1,440.95,2087.72,3,1,17
POL101559,6/11/17,9/26/18,1,358.46,0,0,2,23
POL101560,7/23/20,5/20/23,4,643.8,1261.18,1,4,17
POL101561,7/4/21,9/15/22,1,604.02,0,0,6,26
POL101562,8/2/16,7/25/20,4,598.29,1890.73,1,3,43
POL101563,4/17/20,3/18/23,1,676.61,2849.08,2,5,34
POL101564,10/12/18,4/24/20,5,501.07,3273.42,2,2,33
POL101565,7/14/18,1/27/23,1,649.87,2578.39,2,7,37
POL101566,6/29/19,5/23/24,1,800.61,6868.35,4,4,5
POL101567,8/9/17,12/21/20,2,561.79,748.23,1,2,15
POL101568,5/6/22,11/15/25,4,884.91,1313.58,2,4,22
POL101569,9/14/17,10/12/19,0,607.5,0,0,6,27
POL101570,5/3/18,1/5/20,4,472.14,1478.92,1,3,12
POL101571,7/9/17,7/5/19,0,727.45,4324.78,3,3,11
POL101572,8/17/22,8/27/24,1,583.12,3283.21,3,5,10
POL101573,9/17/18,8/13/21,3,757.88,0,0,3,46
POL101574,6/19/15,10/2/16,1,662,2489.35,2,2,21
POL101575,6/4/16,3/21/19,4,550.83,504.96,1,5,30
POL101576,1/26/19,4/5/21,3,828.15,1073.01,1,2,26
POL101577,2/9/15,8/29/19,2,525.09,4296.5,4,8,26
POL101578,4/10/19,10/19/22,4,275.16,0,0,1,39
POL101579,11/19/18,12/19/21,7,732.09,0,0,1,25
POL101580,8/12/17,8/29/20,4,652.49,0,0,5,6
POL101581,9/10/17,10/6/20,4,792.56,1408.69,1,4,10
POL101582,9/1/17,11/10/19,3,467.75,5407,3,5,21
POL101583,2/7/15,9/3/18,3,562.93,1245.72,1,3,39
POL101584,7/3/21,7/23/25,2,545.99,2731.55,2,2,18
POL101585,6/28/18,8/21/22,2,740.06,418.72,1,4,37
POL101586,4/14/18,12/13/19,3,697.63,0,0,5,19
POL101587,6/14/19,5/28/22,3,632.22,3856.32,3,6,18
POL101588,7/2/17,6/5/21,2,633.19,1945.42,2,4,18
POL101589,3/29/16,1/5/21,3,427.35,3315.96,2,2,35
POL101590,2/6/15,9/3/17,3,715.3,1223.4,1,5,46
POL101591,9/8/19,10/19/22,3,718.37,0,0,5,26
POL101592,3/6/17,7/9/20,4,943.67,3905.93,2,2,16
POL101593,8/30/17,11/9/21,3,670.62,1101.96,2,5,17
POL101594,8/15/16,12/23/17,8,694.87,1942.41,2,5,19
POL101595,2/11/18,6/16/19,3,671.64,1430.47,1,2,43
POL101596,8/17/18,11/17/21,2,495.49,1638.66,2,4,41
POL101597,3/21/21,1/5/26,4,787.41,1507.91,2,3,40
POL101598,11/14/15,7/8/18,0,591.64,1683.36,1,1,7
POL101599,7/24/21,7/20/25,4,571.06,5899.93,3,5,39
POL101600,12/2/20,9/29/25,2,579.78,6461.86,4,1,10
POL101601,7/8/22,8/13/24,1,590.11,0,0,3,29
POL101602,9/8/18,3/16/21,2,527.04,4209.08,4,6,11
POL101603,5/11/19,4/24/22,1,632.29,1217.4,1,5,22
POL101604,3/4/20,3/24/24,1,585.51,4347.31,4,3,5
POL101605,9/18/20,11/19/24,4,572.74,2309.82,2,3,34
POL101606,6/19/20,12/22/22,3,673.47,3229.35,5,0,14
POL101607,11/8/19,4/27/22,2,611.37,3672.72,2,7,37
POL101608,8/5/18,12/23/21,3,516.88,0,0,5,27
POL101609,7/9/18,12/14/19,3,485.47,2915.32,2,4,6
POL101610,8/4/15,7/31/20,3,614.76,5744.62,3,4,5
POL101611,7/11/21,5/4/23,5,488.01,1566.94,2,4,26
POL101612,11/9/20,6/30/23,4,477.21,437.97,1,5,1
POL101613,7/28/21,3/17/24,1,479.33,1704.44,1,5,5
POL101614,3/3/22,5/22/23,2,638.25,5991.93,3,3,31
POL101615,11/3/22,3/5/26,3,779.03,2566.67,2,7,28
POL101616,9/1/19,8/1/21,3,652.16,1199.93,3,5,33
POL101617,9/29/22,6/28/24,5,733.02,8133.98,5,4,0
POL101618,12/29/15,12/18/18,2,589.54,425.37,1,8,14
POL101619,2/17/22,6/17/26,3,621.33,1218.02,1,4,9
POL101620,9/13/19,8/31/21,4,847.95,2315.42,3,1,9
POL101621,4/8/18,12/7/20,2,724.31,3711.09,2,2,9
POL101622,12/22/15,2/20/17,2,740.55,2134.53,2,6,36
POL101623,7/10/15,1/14/17,1,560.37,3654.78,2,2,31
POL101624,10/5/21,4/9/24,3,599.21,808.44,1,5,35
POL101625,11/30/16,2/11/21,4,660.85,4792.58,5,3,24
POL101626,8/16/20,9/14/24,6,509.04,0,0,4,14
POL101627,12/20/20,2/19/23,2,245.52,1284.47,2,1,8
POL101628,7/10/16,9/14/18,5,659.47,2566.9,2,4,15
POL101629,4/5/17,10/2/21,4,744.2,960.47,1,3,40
POL101630,9/9/22,8/10/26,7,608.28,0,0,4,18
POL101631,11/20/17,2/16/19,4,510.61,0,0,4,45
POL101632,1/26/22,3/31/26,3,550.4,1043.27,1,2,43
POL101633,3/1/16,10/31/18,2,295.76,1488.19,1,2,11
POL101634,6/12/22,6/16/24,5,550.02,2975.78,3,3,34
POL101635,8/7/21,5/9/26,6,432.74,799.01,2,2,42
POL101636,4/24/19,5/19/20,2,495.05,2997.38,2,4,4
POL101637,10/30/20,2/24/24,2,425.15,1155.44,1,7,37
POL101638,7/31/21,7/18/25,2,407.85,319.22,1,3,5
POL101639,8/11/16,7/17/21,1,449.38,4024.55,3,5,13
POL101640,7/5/20,1/16/24,4,694.92,3727.6,2,4,47
POL101641,3/28/19,3/2/21,5,523.53,0,0,5,11
POL101642,10/22/15,7/24/18,5,433.81,2608.28,2,3,21
POL101643,6/8/20,10/18/21,5,713.1,3077.47,2,5,44
POL101644,6/1/18,6/9/22,3,619.35,1260.95,3,3,40
POL101645,3/29/19,11/14/23,5,245.45,338.45,1,2,3
POL101646,8/18/19,3/2/24,3,749.34,2178.27,2,3,42
POL101647,2/10/18,6/9/22,0,610.81,1645.02,1,2,17
POL101648,6/10/18,1/14/23,2,715.56,1146.45,2,3,30
POL101649,8/26/20,5/14/23,2,566.22,5166.85,3,7,34
POL101650,12/26/15,9/28/18,3,840.7,2832.36,2,4,3
POL101651,12/23/22,9/3/26,3,542.72,864.69,1,1,8
POL101652,11/30/16,12/10/18,4,204.62,1176.9,1,5,44
POL101653,3/23/16,12/30/18,4,466.59,1941.48,1,4,14
POL101654,12/13/22,3/20/24,3,675.32,1335.89,2,1,41
POL101655,8/9/21,6/21/26,2,623.86,2298.42,2,1,20
POL101656,11/5/16,5/11/19,2,581.62,5446.51,4,5,31
POL101657,10/4/17,11/9/19,4,452.04,1603.87,3,5,8
POL101658,9/11/18,7/1/21,3,602.76,1121.96,3,4,47
POL101659,11/19/21,7/26/24,0,597.84,645.76,2,0,31
POL101660,9/27/21,12/31/22,4,596.3,1703.96,2,2,15
POL101661,8/8/16,5/6/18,3,680.65,425.71,1,5,44
POL101662,6/10/18,1/30/20,2,627.27,1666.41,1,4,4
POL101663,6/1/18,11/14/19,1,562.16,0,0,10,41
POL101664,9/20/17,4/2/22,3,449.62,0,0,1,30
POL101665,12/6/18,5/29/21,3,804,3106.9,3,1,24
POL101666,7/25/16,10/30/17,2,897.24,0,0,6,0
POL101667,7/10/21,10/21/24,1,861.63,1583.35,3,4,2
POL101668,5/30/18,9/18/20,3,704.86,1697.94,2,3,20
POL101669,9/15/20,11/28/23,5,348.74,2907.86,3,3,27
POL101670,9/15/17,10/23/19,4,330.4,5692.89,3,4,2
POL101671,10/5/15,12/29/16,3,517.74,1945.85,2,2,41
POL101672,5/4/18,9/5/22,4,591.79,0,0,4,31
POL101673,3/2/20,8/15/24,6,585.63,1434.98,2,6,31
POL101674,4/28/16,5/19/18,4,629.06,300.21,1,3,29
POL101675,6/19/18,4/19/20,2,391.13,1828.87,1,3,12
